date,time,HEELCode,river,station_name,NO3_mgL,N_peak_area,d15N,O_peak_area,d18Ovsmow_Corrected,Q,our_yield,monthly_yield,linearComp_yield,linearComp_yieldNA,mountain_range,linearComp_flux,WsAreaSqKm,linearComp_km2
10/13/2014,1,A,Cedar,Cedar R @ Logan St/Renton,0.107,6.179,6.2037,2.518,20.68374087,13.50622227,0.001607811,0.002731436,0.003346042,0.003346042,cascades,152.9578597,457.1307,0.334604216
11/3/2014,2,A,Cedar,Cedar R @ Logan St/Renton,0.17,53.5345,2.17835,23.9875,-2.731774348,33.64890854,0.005546914,0.010811682,0.011552107,0.011552107,cascades,528.0822739,457.1307,1.155210696
12/8/2014,3,A,Cedar,Cedar R @ Logan St/Renton,0.199,56.3555,1.61815,25.2615,-3.149553465,35.99162518,0.013235674,0.01353717,0.014021864,0.014021864,cascades,640.9824486,457.1307,1.402186396
1/12/2015,4,A,Cedar,Cedar R @ Logan St/Renton,0.218,36.955,1.1781,14.814,0.143453501,41.43394036,0.015962234,0.017072066,0.019517875,0.019517875,cascades,892.2219849,457.1307,1.951787497
2/9/2015,5,A,Cedar,Cedar R @ Logan St/Renton,0.389,37.235,2.9432,15.373,-0.001945686,32.01624008,0.02809468,0.023539286,0.021631128,0.021631128,cascades,988.8252705,457.1307,2.163112804
3/9/2015,6,A,Cedar,Cedar R @ Logan St/Renton,0.277,26.494,3.9,11.461,0.519678661,15.95517276,0.013419283,0.008353234,0.008370284,0.008370284,cascades,382.6313663,457.1307,0.837028374
4/13/2015,7,A,Cedar,Cedar R @ Logan St/Renton,0.268,52.333,4.9754,23.575,1.057260778,11.14739852,0.00753772,0.00564653,0.005246424,0.005246424,cascades,239.8301377,457.1307,0.524642378
5/11/2015,8,A,Cedar,Cedar R @ Logan St/Renton,0.167,5.679,4.7,1.938,7.944251401,8.971873066,0.003148601,0.002831868,0.002896153,0.002896153,cascades,132.3920643,457.1307,0.289615343
6/8/2015,9,A,Cedar,Cedar R @ Logan St/Renton,0.163,21.912,4.1,9.334,1.137100518,8.332703991,0.00266437,0.002567124,0.002305435,0.002305435,cascades,105.3885251,457.1307,0.23054353
7/13/2015,10,A,Cedar,Cedar R @ Logan St/Renton,0.11,33.5085,4.3994,14.1245,-0.832582641,5.504429555,0.001561537,0.001144401,0.001243291,0.001243291,cascades,56.83463787,457.1307,0.124329077
8/17/2015,11,A,Cedar,Cedar R @ Logan St/Renton,0.175,34.401,4.7497,13.884,1.212201969,3.310330685,0.00122889,0.001094921,0.000975928,0.000975928,cascades,44.61267082,457.1307,0.097592813
9/21/2015,12,A,Cedar,Cedar R @ Logan St/Renton,0.104,12.479,6,5.5115,4.16081391,4.731745028,0.00074106,0.000930097,0.001039093,0.001039093,cascades,47.50014107,457.1307,0.103909322
10/12/2015,13,A,Cedar,Cedar R @ Logan St/Renton,0.144,14.531,7.9,6.49,3.023625276,9.562873053,0.001875704,0.002602701,0.004822731,0.004822731,cascades,220.4618329,457.1307,0.482273085
11/2/2015,14,A,Cedar,Cedar R @ Logan St/Renton,0.635,23.385,2.6,9.985,3.147463522,41.74469492,0.013468753,0.050101228,0.044187536,0.044187536,cascades,2019.947924,457.1307,4.418753595
12/7/2015,15,A,Cedar,Cedar R @ Logan St/Renton,0.518,32.966,4.0925,13.39,1.790489459,55.81798487,0.042218106,0.054648377,0.053202681,0.053202681,cascades,2432.057864,457.1307,5.320268063
1/4/2016,16,A,Cedar,Cedar R @ Logan St/Renton,0.545,31.853,3.607,12.857,1.520872487,28.94164388,0.060193817,0.029812133,0.021742999,0.021742999,cascades,993.9392495,457.1307,2.174299931
2/8/2016,17,A,Cedar,Cedar R @ Logan St/Renton,0.251,34.381,3.2633,14.855,0.286988244,55.39361016,0.017669798,0.026278874,0.025056774,0.025056774,cascades,1145.422057,457.1307,2.505677385
3/7/2016,18,A,Cedar,Cedar R @ Logan St/Renton,0.203,34.234,2.6031,15.284,0.171000974,38.62417845,0.022988024,0.014819333,0.015189972,0.015189972,cascades,694.3802553,457.1307,1.518997204
4/11/2016,19,A,Cedar,Cedar R @ Logan St/Renton,0.207,37.166,5.0465,15.832,1.118541954,15.1315788,0.009623565,0.005920085,0.005808376,0.005808376,cascades,265.5186993,457.1307,0.580837601
5/9/2016,20,A,Cedar,Cedar R @ Logan St/Renton,0.19,22.552,3.8,9.351,2.31386883,10.64530734,0.004809515,0.003822832,0.003642924,0.003642924,cascades,166.5292564,457.1307,0.364292436
6/13/2016,21,A,Cedar,Cedar R @ Logan St/Renton,0.152,18.923,4.6,7.834,3.186955348,9.873140434,0.002748535,0.002836431,0.00293371,0.00293371,cascades,134.1088858,457.1307,0.29337099
7/11/2016,22,A,Cedar,Cedar R @ Logan St/Renton,0.174,19.482,5,8.458,3.534215739,5.846058605,0.003009551,0.001922586,0.001895751,0.001895751,cascades,86.66060311,457.1307,0.189575111
8/22/2016,23,A,Cedar,Cedar R @ Logan St/Renton,0.186,34.758,5.7,15.231,0.012829524,4.137913356,0.001551914,0.001454681,0.001390226,0.001390226,cascades,63.55151508,457.1307,0.139022636
9/12/2016,24,A,Cedar,Cedar R @ Logan St/Renton,0.15,21.78,5.1,9.025,2.459370613,6.101336498,0.001133061,0.001729775,0.001916528,0.001916528,cascades,87.61036291,457.1307,0.191652766
10/13/2014,1,B,Green,Green R @ Tukwila,0.232,NA,NA,NA,NA,31.44448772,0.002920434,0.005649148,0.007245634,0.007245634,cascades,808.4249655,1115.7408,0.724563416
11/3/2014,2,B,Green,Green R @ Tukwila,0.423,48.5965,4.2036,21.757,-1.893620628,71.39715254,0.011504775,0.023386848,0.023811529,0.023811529,cascades,2656.749441,1115.7408,2.381152899
12/8/2014,3,B,Green,Green R @ Tukwila,0.511,33.277,5.65465,14.606,-0.774383418,62.08696928,0.027402682,0.024568112,0.022232437,0.022232437,cascades,2480.563747,1115.7408,2.223243738
1/12/2015,4,B,Green,Green R @ Tukwila,0.398,38.701,2.9414,16.046,-0.506893781,85.6356241,0.02743673,0.026392952,0.027578909,0.027578909,cascades,3077.091378,1115.7408,2.757890881
2/9/2015,5,B,Green,Green R @ Tukwila,0.499,37.484,4.2107,15.459,0.155413324,53.30039539,0.026060775,0.02059593,0.021370698,0.021370698,cascades,2384.415943,1115.7408,2.137069777
3/9/2015,6,B,Green,Green R @ Tukwila,0.564,8.379,4.9,2.959,8.348983546,28.94529767,0.018984211,0.01264176,0.011742454,0.011742454,cascades,1310.153452,1115.7408,1.174245355
4/13/2015,7,B,Green,Green R @ Tukwila,0.443,55.642,5.854,25.157,1.429509483,25.64845555,0.010476739,0.008798636,0.008585872,0.008585872,cascades,957.9607986,1115.7408,0.858587226
5/11/2015,8,B,Green,Green R @ Tukwila,0.345,7.17,5.1,3.29,5.896648914,16.36165652,0.005869471,0.004371161,0.004613812,0.004613812,cascades,514.7818287,1115.7408,0.4613812
6/8/2015,9,B,Green,Green R @ Tukwila,0.419,25.486,5.5,10.869,1.207448463,9.55504786,0.004634747,0.003100254,0.002649288,0.002649288,cascades,295.5918866,1115.7408,0.264928814
7/13/2015,10,B,Green,Green R @ Tukwila,0.205,46.023,6.5795,19.684,0.394363358,6.803350702,0.001238816,0.001080008,0.001175384,0.001175384,cascades,131.1424152,1115.7408,0.117538424
8/17/2015,11,B,Green,Green R @ Tukwila,0.261,30.268,4.7711,12.261,1.230316629,7.696701532,0.001428422,0.001555592,0.001535068,0.001535068,cascades,171.2737603,1115.7408,0.153506765
9/21/2015,12,B,Green,Green R @ Tukwila,0.325,6.281,5.3,2.861,4.682907395,9.245450339,0.002083407,0.002326815,0.002272445,0.002272445,cascades,253.546005,1115.7408,0.22724454
10/12/2015,13,B,Green,Green R @ Tukwila,0.381,19.165,5.7965,7.754,2.227280939,15.4527771,0.003416701,0.00455913,0.005525407,0.005525407,cascades,616.492242,1115.7408,0.552540735
11/2/2015,14,B,Green,Green R @ Tukwila,0.54,22.4345,1.7,9.5695,2.76527331,98.15562846,0.010817383,0.041044918,0.045333716,0.045333716,cascades,5058.067603,1115.7408,4.533371553
12/9/2015,15,B,Green,Green R @ Tukwila,0.617,33.061,4.4016,13.445,1.87696661,101.2098896,0.047325121,0.04835691,0.054738402,0.054738402,cascades,6107.386846,1115.7408,5.473840202
1/4/2016,16,B,Green,Green R @ Tukwila,0.887,24.151,4.5291,9.698,2.359379079,59.61426918,0.072695941,0.040947206,0.030172251,0.030172251,cascades,3366.44117,1115.7408,3.017225121
2/8/2016,17,B,Green,Green R @ Tukwila,0.456,48.342,3.9999,21.388,-0.982380296,100.7200932,0.025145624,0.035565702,0.033243002,0.033243002,cascades,3709.05731,1115.7408,3.324300151
3/7/2016,18,B,Green,Green R @ Tukwila,0.382,27.659,4.0632,12.305,0.235807988,57.95819039,0.030640384,0.017144649,0.015919324,0.015919324,cascades,1776.183913,1115.7408,1.591932385
4/11/2016,19,B,Green,Green R @ Tukwila,0.241,24.838,7.0375,10.388,0.877215857,38.23151818,0.009056716,0.007134918,0.007790857,0.007790857,cascades,869.257657,1115.7408,0.77908566
5/9/2016,20,B,Green,Green R @ Tukwila,0.308,25.6115,4.95,11.583,-0.923085355,20.57264561,0.006747478,0.00490672,0.004988584,0.004988584,cascades,556.5966387,1115.7408,0.498858372
6/13/2016,21,B,Green,Green R @ Tukwila,0.368,22.967,5,10.329,-2.122636519,14.82292518,0.005201168,0.00422408,0.004023299,0.004023299,cascades,448.8958508,1115.7408,0.40232987
7/11/2016,22,B,Green,Green R @ Tukwila,0.362,29.476,5.4,13.284,-1.10293139,10.74395958,0.003988095,0.003011781,0.002795875,0.002795875,cascades,311.9471348,1115.7408,0.279587459
