HEELCode,mountain_range,land_use,geomorphology,time,date,tmean_C,PDHI_aw,ppt_mm,snowmelt2,sampleday_quickflow,week_slowflow,ppt_mm_month,spi_12,spi_09,ppt_mm_cm,tmean_C_cm,snowmelt2_cm,water_temp,swe
M,cascades,agricultural,low,22,7/25/2016,16.64112242,-1.490211623,31.62919998,0,0,27.68,16.55,1.167985047,1.087230449,31.62919998,17.13380645,0,17.7,0
M,cascades,agricultural,low,23,8/29/2016,18.7275569,-1.977019716,11.4269,0,0,23.62,6.22,0.96767513,0.865524572,17.668125,18.55336855,0,15.8,0
M,cascades,agricultural,low,24,9/26/2016,14.69336336,-1.929147309,69.36179995,0,0,23.408,62.35,1.061358964,-0.187541106,63.53894995,14.26710416,0,14.1,0
Z,olympics,forest,high_small,1,10/29/2014,8.75237109,1.618472596,366.3674044,0,51.342,305.241,230.17,-0.031759473,2.132395594,412.8120289,8.554179739,0,8.1,0
Z,olympics,forest,high_small,2,11/19/2014,3.972638456,1.182820279,353.3279448,0,0,306.95,233.71,0.240663319,1.136605922,334.6511198,2.915682478,0,4.4,0.762370223
Z,olympics,forest,high_small,3,12/1/2014,2.644122713,0.807064215,323.8888404,0,0,555.564,187.52,1.041822586,0.462128548,431.576627,1.894335713,0,5.8,2.590252453
Z,olympics,forest,high_small,4,1/28/2015,4.195429104,0.444546164,233.3472727,0,0,426.948,201.83,1.048834707,-0.034879948,233.3472727,4.486084195,0,5.5,6.403228356
Z,olympics,forest,high_small,5,2/25/2015,4.903575259,-0.753173061,258.3211463,5.466465403,0,313.74,180.78,0.867616842,0.149560787,285.133162,4.649007859,5.35147605,5.3,1.051752306
Z,olympics,forest,high_small,6,3/25/2015,4.420964519,-0.868596674,233.5431093,0.804784427,1.259,302.717,180.98,0.306923231,0.277826201,236.7910539,5.043041779,0.728593226,6.1,0.32315908
Z,olympics,forest,high_small,7,4/29/2015,4.322039662,-1.214501654,73.89712781,0.178477578,0,198.508,49.83,0.115719587,0.23981765,73.89712781,4.364945103,0.086675109,6.8,0.236483971
Z,olympics,forest,high_small,8,5/20/2015,7.361868838,-1.965842556,54.44105398,0.141541048,0,177,31.14,-0.047938801,0.074844171,36.62140973,9.815382933,0.204341083,9.6,0.032142887
Z,olympics,forest,high_small,9,6/24/2015,12.63596997,-2.923602334,9.876982879,0.097711145,0,102.65,6.62,-0.10725398,-0.009363699,9.424071155,13.69538867,0.032142887,12.1,0
Z,olympics,forest,high_small,10,7/29/2015,15.14387352,-3.605207988,15.27548092,0,0,69.27,13.05,-0.071990625,-0.608207743,15.27548092,15.44227719,0,12.6,0
Z,olympics,forest,high_small,11,8/19/2015,14.75842715,-3.269703048,16.64956524,0,0,57.44,10.12,0.001435337,-0.296960637,104.0619765,14.54996281,0,13.4,0
Z,olympics,forest,high_small,12,9/30/2015,9.827480806,-3.205781121,65.4160474,0,0,74.07,45.21,0.063193821,-0.493394555,73.9604084,9.818826747,0,9.5,0
Z,olympics,forest,high_small,13,10/28/2015,9.858777203,-2.890285193,104.7058761,0,0,71.04,48.82,-0.416413921,0.009137969,213.0596047,9.582003273,0,9,0
Z,olympics,forest,high_small,14,11/18/2015,4.701132843,-2.152262861,553.7038471,0,39.029,476.423,401,0.170857378,0.266101857,436.5743083,2.442518226,0,5.9,4.390373293
Z,olympics,forest,high_small,15,12/9/2015,2.680057017,1.228354123,657.2016072,0,196.438,551.964,445.47,0.796056236,1.121193355,662.6810802,0.639662544,0,6.8,6.837595314
Z,olympics,forest,high_small,16,1/13/2016,-0.424339194,1.174263828,242.7327667,0,19.343,244.217,171.16,1.176156194,1.229082465,413.359644,1.633910706,0,4.6,19.31159378
Z,olympics,forest,high_small,17,2/24/2016,3.224953206,1.672470574,384.1398284,8.826763442,0,631.752,293.75,1.195901806,1.394957022,323.7959946,3.54575962,13.03937943,5.2,6.272214354
Z,olympics,forest,high_small,18,3/30/2016,3.048008723,2.379631392,390.3909485,5.394394623,0,421.91,267.29,1.620054289,1.957086038,430.4895914,3.307640784,3.96738839,5.5,2.304825964
Z,olympics,forest,high_small,19,4/27/2016,8.01775862,1.190877559,52.32612645,1.109020492,0,456.298,38.66,1.566222944,1.845102743,52.32612645,7.764012735,1.20946979,6.3,1.095356174
Z,olympics,forest,high_small,20,5/25/2016,9.015562219,-1.549972305,16.88072463,0.87898142,0,382.29,9.79,1.597728955,1.680125525,25.18097496,9.218652301,0.881532807,8,0.213823367
Z,olympics,forest,high_small,21,6/29/2016,10.85912157,-1.492681144,69.39974967,0.313659989,0,280.34,52.18,1.783288512,1.742554983,69.39974967,10.92177712,0.212381996,11.3,0.00144137
Z,olympics,forest,high_small,22,7/27/2016,12.27743447,-1.393699597,21.47549409,0.001491073,0,160.05,11.35,1.750308861,1.758431399,21.47549409,12.67233648,0.00144137,13,0
Z,olympics,forest,high_small,23,8/31/2016,14.78759529,-1.798548318,20.84702242,0,0,94.26,8.75,1.624507235,1.507290572,21.25783928,14.58516915,0,13,0
Z,olympics,forest,high_small,24,9/28/2016,10.34550089,-1.756631095,72.05420287,0,0,67.6,43.1,1.586764216,0.849751082,66.82681155,10.18584234,0,10.1,0
